"identity","classification","r14State","r15State","r14AngleDegrees","r15AngleDegrees","angleDeltaDegrees","r14BfDfDifferenceDegrees","r15BfDfDifferenceDegrees","r14DiagnosticRoot","r15DiagnosticRoot"
"PST_BREAK_BARE\Lot_62625-907_PRE\62625-907_PRE\Slot10|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.818567913339","89.818567913339","0","0.037135826677911155","0.037135826677911155","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_15d8292d14\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_15d8292d14\back_notch"
"PST_BREAK_BARE\Lot_62625-907_PRE\62625-907_PRE\Slot12|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.17690111468347","90.17690111468347","0","0.046197770633000346","0.046197770633000346","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_5ee92a7d7c\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_5ee92a7d7c\back_notch"
"PST_BREAK_BARE\Lot_62625-907_PRE\62625-907_PRE\Slot14|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","43.124054283663966","43.124054283663966","0","0.1518914326721017","0.1518914326721017","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_ccbe4ebf62\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_ccbe4ebf62\back_notch"
"PST_BREAK_BARE\Lot_62625-907_PRE\62625-907_PRE\Slot18|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.80227847361635","89.80227847361635","0","0.0045569472326860705","0.0045569472326860705","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_ca3e8c6400\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_ca3e8c6400\back_notch"
"PST_BREAK_BARE\Lot_62625-907_PRE\62625-907_PRE\Slot20|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","95.32740877826302","95.32740877826302","0","0.054817556526074895","0.054817556526074895","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_c5065e7170\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_BARE_Lot_62625-907_PRE_62625-907_c5065e7170\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot01|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.08710958539835","90.08710958539835","0","0.025780829203256417","0.025780829203256417","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_e7f6c0e813\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_e7f6c0e813\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot02|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.98307178919532","89.98307178919532","0","0.03385642160935731","0.03385642160935731","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_696fb30126\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_696fb30126\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot03|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.98466515724618","89.98466515724618","0","0.030669685507632494","0.030669685507632494","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_14c3228104\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_14c3228104\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot04|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.08172213308403","90.08172213308403","0","0.036555733831988846","0.036555733831988846","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_aa82b57b99\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_aa82b57b99\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot05|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.98074965929874","89.98074965929874","0","0.038500681402524606","0.038500681402524606","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_3a1eecf393\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_3a1eecf393\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.0083850988567","90.0083850988567","0","0.016770197713356083","0.016770197713356083","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_0f5f7756fc\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_0f5f7756fc\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot07|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.0226242840289","90.0226242840289","0","0.045248568057843386","0.045248568057843386","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_2340eef11f\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_2340eef11f\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot08|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.9113066876233","89.9113066876233","0","0.02261337524655005","0.02261337524655005","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_594c574956\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_594c574956\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot09|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.91147868127112","89.91147868127112","0","0.022957362542285864","0.022957362542285864","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_ec45501d95\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_ec45501d95\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62618-252_20260715115352\62618-252_20260715115352\Slot10|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.90843398421171","89.90843398421171","0","0.01686796842335525","0.01686796842335525","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_e0710e8645\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62618-252_2026071_e0710e8645\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot01|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.87714353090726","89.87714353090726","0","0.04571293818548838","0.04571293818548838","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_659c0cc68b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_659c0cc68b\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot02|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.9108141279942","89.9108141279942","0","0.021628255988332512","0.021628255988332512","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_1d8965a3d3\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_1d8965a3d3\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot03|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.90186505164681","89.90186505164681","0","0.0037301032936341016","0.0037301032936341016","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_2050e3024e\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_2050e3024e\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot04|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.89770466180008","89.89770466180008","0","0.004590676399828908","0.004590676399828908","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_f7a3bd1566\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_f7a3bd1566\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot05|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.82537630752921","89.82537630752921","0","0.050752615058343054","0.050752615058343054","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_2f51cd618c\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_2f51cd618c\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.81299649397312","89.81299649397312","0","0.02599298794618221","0.02599298794618221","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_659e1f0890\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_659e1f0890\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot07|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.89071899077808","89.89071899077808","0","0.018562018443901707","0.018562018443901707","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_3de5eb8254\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_3de5eb8254\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot08|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.89652529813631","89.89652529813631","0","0.006949403727418257","0.006949403727418257","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_bd2bd88c45\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_bd2bd88c45\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot09|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.80672484019294","89.80672484019294","0","0.01344968038586103","0.01344968038586103","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_4a8740f9df\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_4a8740f9df\back_notch"
"PST_BREAK_DIELECTRIC\Lot_62624-866_20260715121335\62624-866_20260715121335\Slot10|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.80125946732312","89.80125946732312","0","0.0025189346462184403","0.0025189346462184403","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_f5e923119d\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_DIELECTRIC_Lot_62624-866_2026071_f5e923119d\back_notch"
"PST_BREAK_RESIST\Lot_62617-215D_20260715122804\62617-215D_20260715122804\Slot25|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_RESIST_Lot_62617-215D_2026071512_d741e04641\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_RESIST_Lot_62617-215D_2026071512_d741e04641\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62622-656\62622-656_20260720172916\Slot02|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.70298741232098","89.70298741232098","0","0.005974824642009935","0.005974824642009935","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62622-656_62_3223a940e1\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62622-656_62_3223a940e1\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62622-656\62622-656_20260720172916\Slot04|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.69144845268268","89.69144845268268","0","0.01710309463470594","0.01710309463470594","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62622-656_62_58b3240114\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62622-656_62_58b3240114\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62622-656\62622-656_20260720172916\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.79573335835124","89.79573335835124","0","0.008533283297538219","0.008533283297538219","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62622-656_62_c69230e1d8\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62622-656_62_c69230e1d8\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62623-750\62623-750_20260720173522\Slot02|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.71496216040238","89.71496216040238","0","0.029924320804752824","0.029924320804752824","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62623-750_62_50263a566f\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62623-750_62_50263a566f\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62623-750\62623-750_20260720173522\Slot04|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.78403682638321","89.78403682638321","0","0.03192634723359333","0.03192634723359333","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62623-750_62_b6b8d3ce08\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62623-750_62_b6b8d3ce08\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62623-750\62623-750_20260720173522\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.68645303256865","89.68645303256865","0","0.02709393486264844","0.02709393486264844","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62623-750_62_b78eb36fba\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62623-750_62_b78eb36fba\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot02|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_77b695ed45\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_77b695ed45\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot04|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_8981042acb\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_8981042acb\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.79483973457323","89.79483973457323","0","0.21032053085355074","0.21032053085355074","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_4d8eeee7bc\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_4d8eeee7bc\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot08|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.6986949688763","89.6986949688763","0","0.002610062247413225","0.002610062247413225","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_45a2b5e642\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_45a2b5e642\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot10|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_e7613eadfe\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_e7613eadfe\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot12|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_d3def30fb9\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_d3def30fb9\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot14|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ac844e6365\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ac844e6365\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot16|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.39315686439417","90.39315686439417","0","0.0136862712116681","0.0136862712116681","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ed5b00e37b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ed5b00e37b\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot18|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.36460785079399","90.36460785079399","0","0.070784298412093","0.070784298412093","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_5643a7bcc9\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_5643a7bcc9\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot20|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ae1f199942\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ae1f199942\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-855\62624-855_20260721120719\Slot01|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.71840361743052","89.71840361743052","0","0.03680723486104398","0.03680723486104398","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-855_62_13b4cadb3e\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-855_62_13b4cadb3e\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-855\62624-855_20260721120719\Slot02|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.69768960372512","89.69768960372512","0","0.004620792549701491","0.004620792549701491","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-855_62_aa9043601b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-855_62_aa9043601b\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-855\62624-855_20260721120719\Slot03|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.02749217075831","90.02749217075831","0","0.05498434151658671","0.05498434151658671","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-855_62_15586cf2a6\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-855_62_15586cf2a6\back_notch"
